timestamp,theta_pot,button_state,theta_pot_rad,wUser_,tau_ext
1764928477.921458,80.85,1.0,1.41,0.0,0.0
1764928477.9221458,80.59,1.0,1.41,0.0,0.0
1764928478.0967731,80.85,1.0,1.41,0.0,0.0
1764928478.0973434,80.59,1.0,1.41,0.0,0.0
1764928478.3467257,80.85,1.0,1.41,0.0,0.0
1764928478.3472586,80.85,1.0,1.41,0.0,0.0
1764928478.5366018,80.59,1.0,1.41,0.0,0.0
1764928478.5374026,80.85,1.0,1.41,0.0,0.0
1764928478.7254205,80.85,1.0,1.41,0.0,0.0
1764928478.7259104,80.59,1.0,1.41,0.0,0.0
1764928478.9148276,80.85,1.0,1.41,0.0,0.0
1764928478.915325,80.85,1.0,1.41,0.0,0.0
1764928479.166069,80.59,1.0,1.41,0.0,0.0
1764928479.1665988,80.59,1.0,1.41,0.0,0.0
1764928479.351156,80.85,1.0,1.41,0.0,0.0
1764928479.3513458,80.85,1.0,1.41,0.0,0.0
1764928479.5387785,80.85,1.0,1.41,0.0,0.0
1764928479.5392625,80.59,1.0,1.41,0.0,0.0
1764928479.7772932,80.85,1.0,1.41,0.0,0.0
1764928479.7785547,80.59,1.0,1.41,0.0,0.0
1764928479.965712,80.85,1.0,1.41,0.0,0.0
1764928479.9673166,80.59,1.0,1.41,0.0,0.0592
1764928480.1536424,80.85,1.0,1.41,0.0,0.06752
1764928480.1541128,80.85,1.0,1.41,0.0,0.17165
1764928480.3421543,80.85,1.0,1.41,0.0,0.12111
1764928480.342666,80.59,1.0,1.41,0.0,-0.03058
1764928480.5893526,80.59,1.0,1.41,0.0,0.03159
1764928480.5897965,80.85,1.0,1.41,0.0,0.26929
1764928480.7741737,80.59,1.0,1.41,0.0,0.10601
1764928480.7743886,80.59,1.0,1.41,0.0,0.0
1764928480.774542,80.85,1.0,1.41,0.0,0.25158
1764928480.9623365,80.59,1.0,1.41,0.0,0.07382
1764928480.96314,80.59,1.0,1.41,0.0,0.0
1764928481.213076,80.85,1.0,1.41,0.0,0.0
1764928481.2136128,80.85,1.0,1.41,0.0,0.0
1764928481.4000342,80.59,1.0,1.41,0.0,0.0
1764928481.40058,80.59,1.0,1.41,0.0,0.0
1764928481.5866861,80.85,1.0,1.41,0.0,0.0
1764928481.5871983,80.59,1.0,1.41,0.0,0.0
1764928481.834809,80.85,1.0,1.41,0.0,0.0
1764928481.8351655,80.59,1.0,1.41,0.0,0.0
1764928482.023264,80.59,1.0,1.41,0.0,0.0
1764928482.0238907,80.59,1.0,1.41,0.0,0.0
1764928482.2100494,80.59,1.0,1.41,0.0,0.0
1764928482.21045,80.59,1.0,1.41,0.0,0.0
1764928482.3994715,80.59,1.0,1.41,0.0,0.0
1764928482.3999894,80.59,1.0,1.41,0.0,0.0
1764928482.5877416,80.59,1.0,1.41,0.0,0.0
1764928482.5889332,80.85,1.0,1.41,0.0,0.0
1764928482.834177,80.59,1.0,1.41,0.0,0.0
1764928482.8355691,80.59,1.0,1.41,0.0,0.0
1764928483.0508258,80.59,1.0,1.41,0.0,0.0
1764928483.0510173,80.59,1.0,1.41,0.0,0.0
1764928483.2399886,80.59,1.0,1.41,0.0,0.0
1764928483.2404644,80.59,1.0,1.41,0.0,0.0
1764928483.427674,80.59,1.0,1.41,0.0,0.0
1764928483.4283478,80.59,1.0,1.41,0.0,0.0
1764928483.726832,80.85,1.0,1.41,0.0,0.0
1764928483.7289014,80.59,1.0,1.41,0.0,0.0
1764928483.8504937,80.59,1.0,1.41,0.0,0.0
1764928483.8508346,80.85,1.0,1.41,0.0,0.0
1764928484.0371735,80.59,1.0,1.41,0.0,0.0
1764928484.0373242,80.59,1.0,1.41,0.0,0.0
1764928484.223927,80.59,1.0,1.41,0.0,0.0
1764928484.2245388,80.59,1.0,1.41,0.0,0.0
1764928484.4731843,80.59,1.0,1.41,0.0,0.0
1764928484.4737506,80.59,1.0,1.41,0.0,0.0
1764928484.6613731,80.59,1.0,1.41,0.0,0.0
1764928484.6621175,80.59,1.0,1.41,0.0,0.0
1764928484.8497155,80.59,1.0,1.41,0.0,0.0
1764928484.8503098,80.59,1.0,1.41,0.0,0.0
1764928485.0376053,80.59,1.0,1.41,0.0,0.0
1764928485.0377738,80.85,1.0,1.41,0.0,0.0
1764928485.2869077,80.59,1.0,1.41,0.0,0.0
1764928485.2874467,80.85,1.0,1.41,0.0,0.0
1764928485.4759555,80.59,1.0,1.41,0.0,0.0
1764928485.4766052,80.59,1.0,1.41,0.0,0.0
1764928485.6632218,80.59,1.0,1.41,0.0,0.0
1764928485.6635036,80.85,1.0,1.41,0.0,0.0
1764928485.853922,80.59,1.0,1.41,0.0,0.0
1764928485.854461,80.59,1.0,1.41,0.0,0.0
1764928486.1023028,80.85,1.0,1.41,0.0,0.0
1764928486.1025953,80.59,1.0,1.41,0.0,0.0
1764928486.2909336,80.59,1.0,1.41,0.0,0.0
1764928486.2917724,80.59,1.0,1.41,0.0,0.0
1764928486.4781256,80.85,1.0,1.41,0.0,0.0
1764928486.47898,80.59,1.0,1.41,0.0,0.0
1764928486.6649902,80.59,1.0,1.41,0.0,0.0
1764928486.665667,80.59,1.0,1.41,0.0,0.0
1764928486.9154332,80.59,1.0,1.41,0.0,0.0
1764928486.9159672,80.59,1.0,1.41,0.0,0.0
1764928487.1052928,80.85,1.0,1.41,0.0,0.0
1764928487.1068544,80.85,1.0,1.41,0.0,0.0
1764928487.2907171,80.59,1.0,1.41,0.0,0.0
1764928487.2914047,80.59,1.0,1.41,0.0,0.0
1764928487.4798923,80.59,1.0,1.41,0.0,0.0
1764928487.4803927,80.59,1.0,1.41,0.0,0.0
1764928487.7293453,80.59,1.0,1.41,0.0,0.0
1764928487.7298176,80.59,1.0,1.41,0.0,0.0
1764928487.9169703,80.59,1.0,1.41,0.0,0.0
1764928487.9183466,80.59,1.0,1.41,0.0,0.0
1764928488.1034582,80.59,1.0,1.41,0.0,0.0
1764928488.1046596,80.59,1.0,1.41,0.0,0.0
1764928488.1054723,80.85,1.0,1.41,0.0,0.0
1764928488.2908435,80.59,1.0,1.41,0.0,0.0
1764928488.2915041,80.59,1.0,1.41,0.0,0.0
1764928488.5432487,80.59,1.0,1.41,0.0,0.0
1764928488.5443425,80.59,1.0,1.41,0.0,0.0
1764928488.7304807,80.85,1.0,1.41,0.0,0.0
1764928488.7309132,80.85,1.0,1.41,0.0,0.0
1764928488.9161131,80.85,1.0,1.41,0.0,0.0
1764928488.9168773,80.59,1.0,1.41,0.0,0.0
1764928489.1039295,80.59,1.0,1.41,0.0,0.0
1764928489.1047661,80.59,1.0,1.41,0.0,0.0
1764928489.351822,80.59,1.0,1.41,0.0,0.0
1764928489.352094,80.85,1.0,1.41,0.0,0.0
