timestamp,theta_pot,button_state,tau_ext
1764839378.1907072,-3.22,1.0,0.0
1764839378.1911135,-3.22,1.0,0.0426
1764839378.3780382,-3.22,1.0,0.04118
1764839378.378755,-2.95,1.0,0.03769
1764839378.5642247,-3.22,1.0,0.03584
1764839378.5646963,-3.22,1.0,0.03644
1764839378.7526252,-3.22,1.0,0.03835
1764839378.7530367,-3.22,1.0,0.03871
1764839379.0757895,-3.22,1.0,0.04203
1764839379.0761042,-2.95,1.0,0.04494
1764839379.1911044,-3.22,1.0,0.04824
1764839379.1913006,-2.95,1.0,0.04853
1764839379.4164736,-2.95,1.0,0.04805
1764839379.416814,-3.22,1.0,0.04805
1764839379.585703,-2.95,1.0,0.04865
1764839379.5861263,-3.22,1.0,0.04757
1764839379.77379,-3.22,1.0,0.04821
1764839379.7742195,-2.95,1.0,0.0459
1764839380.0095532,-2.95,1.0,0.04624
1764839380.010408,-2.95,1.0,0.04691
1764839380.2248302,-3.22,1.0,0.04957
1764839380.225266,-3.22,1.0,0.04954
1764839380.4352229,-2.95,1.0,0.05161
1764839380.4355905,-2.95,1.0,0.05123
1764839380.6099746,-3.22,1.0,0.05161
1764839380.6111367,-2.95,1.0,0.04994
1764839380.7968614,-3.22,1.0,0.05249
1764839380.797835,-2.95,1.0,0.05337
1764839381.0452266,-2.95,1.0,0.05585
1764839381.045808,-2.95,1.0,0.05785
1764839381.233636,-2.95,1.0,0.05892
1764839381.2344413,-2.95,1.0,0.05914
1764839381.4202297,-2.95,1.0,0.05526
1764839381.4204683,-2.95,1.0,0.05707
1764839381.6097713,-2.95,1.0,0.0594
1764839381.6101637,-2.95,1.0,0.06157
1764839381.8617687,-3.22,1.0,0.06362
1764839381.8619535,-2.95,1.0,0.06549
1764839382.0524678,-2.95,1.0,0.06583
1764839382.052747,-2.95,1.0,0.06599
1764839382.2412188,-2.95,1.0,0.06601
1764839382.2422295,-2.95,1.0,0.06844
1764839382.4289715,-2.95,1.0,0.06888
1764839382.4297426,-2.95,1.0,0.06029
1764839382.430309,-2.95,1.0,0.02947
1764839382.6795518,-2.95,1.0,0.05059
1764839382.6800857,-2.95,1.0,0.09085
1764839382.8689122,-2.95,1.0,0.09159
1764839382.8695521,-2.95,1.0,0.08581
1764839383.055993,-3.22,1.0,0.0964
1764839383.0567176,-2.95,1.0,0.09392
1764839383.2398674,-2.95,1.0,0.07827
1764839383.2405312,-2.95,1.0,0.07781
1764839383.489014,-2.95,1.0,0.07183
1764839383.4896297,-3.22,1.0,0.06316
1764839383.6757157,-3.22,1.0,0.03822
1764839383.6760252,-2.95,1.0,0.03822
1764839383.8637514,-3.22,1.0,0.0
1764839383.864754,-2.95,1.0,0.0
1764839384.0480506,-2.95,1.0,-0.02975
1764839384.0487318,-3.22,1.0,-0.03695
1764839384.3013933,-2.95,1.0,-0.04459
1764839384.3022156,-2.95,1.0,-0.06327
1764839384.4899917,-2.95,1.0,-0.07347
1764839384.4904442,-2.95,1.0,-0.07169
1764839384.6774297,-2.95,1.0,-0.0669
1764839384.677752,-3.22,1.0,-0.06489
1764839384.8651538,-2.95,1.0,-0.06616
1764839384.8654604,-2.95,1.0,-0.06955
1764839385.1151204,-2.95,1.0,-0.07018
1764839385.1154063,-2.95,1.0,-0.07464
1764839385.2874725,-2.95,1.0,-0.07511
1764839385.2878354,-2.95,1.0,-0.0736
1764839385.4760494,-2.95,1.0,-0.07407
1764839385.4763687,-2.95,1.0,-0.07332
1764839385.7263124,-2.95,1.0,-0.07367
1764839385.7266767,-2.95,1.0,-0.07458
1764839385.9164624,-3.22,1.0,-0.07449
1764839385.9173417,-2.95,1.0,-0.07467
1764839386.1042647,-3.22,1.0,-0.07476
1764839386.104934,-3.22,1.0,-0.07397
1764839386.2945633,-2.69,1.0,-0.0753
1764839386.2950716,-3.22,1.0,-0.07472
1764839386.8245566,-2.95,1.0,-0.07621
1764839386.9525084,-2.95,1.0,-0.07659
1764839386.9527032,-2.95,1.0,-0.0794
1764839387.1388385,-3.22,1.0,-0.07959
1764839387.13921,-2.95,1.0,-0.0812
1764839387.3127167,-2.95,1.0,-0.08197
1764839387.313331,-2.95,1.0,-0.0824
1764839387.5439825,-2.95,1.0,-0.08293
1764839387.5441341,-2.95,1.0,-0.08348
1764839387.7239413,-2.95,1.0,-0.08373
1764839387.724803,-2.95,1.0,-0.08297
1764839387.9733434,-2.95,1.0,-0.08242
1764839387.973786,-2.95,1.0,-0.08217
1764839388.1624908,-2.95,1.0,-0.08447
1764839388.162817,-2.95,1.0,-0.08388
1764839388.3514204,-2.95,1.0,-0.08238
1764839388.3516028,-2.95,1.0,-0.08089
1764839388.351743,-2.95,1.0,-0.08059
1764839388.5708866,-2.95,1.0,-0.08217
1764839388.5711083,-2.95,1.0,-0.08233
1764839388.7851453,-2.95,1.0,-0.08115
1764839388.7853603,-2.95,1.0,-0.07976
1764839388.9959297,-2.95,1.0,-0.07813
1764839388.996309,-3.22,1.0,-0.07641
1764839389.1554353,-2.95,1.0,-0.07618
1764839389.1560051,-2.95,1.0,-0.07668
1764839389.3938496,-2.95,1.0,-0.0756
1764839389.3944588,-2.95,1.0,-0.07472
1764839389.578624,-3.22,1.0,-0.07424
1764839389.5788426,-2.95,1.0,-0.0741
1764839389.7693117,-2.95,1.0,-0.07328
1764839389.7698152,-3.22,1.0,-0.07213
1764839389.9899325,-2.95,1.0,-0.07122
1764839389.990254,-3.22,1.0,-0.07152
1764839390.2245307,-2.95,1.0,-0.07054
1764839390.2250345,-2.95,1.0,-0.07045
1764839390.400737,-2.69,1.0,-0.06983
1764839390.4009748,-2.95,1.0,-0.06922
1764839390.615136,-2.95,1.0,-0.06864
1764839390.6157653,-2.95,1.0,-0.06682
1764839390.7924404,-2.95,1.0,-0.0683
1764839390.7926772,-2.95,1.0,-0.06843
1764839391.0085876,-2.95,1.0,-0.06917
1764839391.0088193,-2.95,1.0,-0.06929
1764839391.2409027,-2.95,1.0,-0.07036
1764839391.2411118,-2.95,1.0,-0.07208
1764839391.4313507,-2.95,1.0,-0.07347
1764839391.4316833,-2.95,1.0,-0.07111
1764839391.6532242,-2.95,1.0,-0.0695
1764839391.653415,-2.95,1.0,-0.07011
1764839391.80838,-2.95,1.0,-0.06976
1764839391.8086183,-2.95,1.0,-0.06872
1764839392.0257275,-2.95,1.0,-0.06925
1764839392.0260022,-2.95,1.0,-0.06862
1764839392.2489731,-2.95,1.0,-0.06929
1764839392.2491207,-2.95,1.0,-0.06896
1764839392.4827213,-2.69,1.0,-0.06902
1764839392.4829102,-2.95,1.0,-0.06907
1764839392.6570618,-3.22,1.0,-0.06968
1764839392.6573694,-3.22,1.0,-0.0709
1764839393.447524,-2.95,1.0,-0.0718
1764839393.4480855,-2.95,1.0,-0.06937
1764839393.4484048,-2.95,1.0,-0.06634
1764839393.4487529,-2.95,1.0,-0.07801
1764839393.4489229,-2.95,1.0,-0.06926
1764839393.4490554,-2.95,1.0,-0.06436
1764839393.449183,-2.95,1.0,-0.06169
1764839393.4493537,-2.95,1.0,-0.06335
1764839393.4494798,-2.95,1.0,-0.06761
1764839393.6569347,-2.95,1.0,-0.06976
1764839393.6574275,-2.95,1.0,-0.07004
1764839393.863952,-2.95,1.0,-0.0673
1764839393.864532,-2.95,1.0,-0.06578
1764839394.0689833,-2.95,1.0,-0.0646
1764839394.069282,-2.95,1.0,-0.0661
1764839394.2758744,-2.95,1.0,-0.06708
1764839394.276468,-2.95,1.0,-0.06624
1764839394.48375,-2.95,1.0,-0.06578
1764839394.4839578,-2.95,1.0,-0.06558
1764839394.6862283,-2.95,1.0,-0.06503
1764839394.6864715,-2.95,1.0,-0.06079
1764839394.8931265,-2.95,1.0,-0.05992
1764839394.8936617,-3.22,1.0,-0.06815
1764839395.0987346,-2.95,1.0,-0.07537
1764839395.0989287,-2.95,1.0,-0.07706
1764839395.3049548,-3.22,1.0,-0.07265
1764839395.3053837,-2.95,1.0,-0.06913
1764839395.512727,-3.22,1.0,-0.06647
1764839395.5131826,-2.95,1.0,-0.06399
1764839395.719388,-2.95,1.0,-0.06479
1764839395.7197697,-3.22,1.0,-0.06581
1764839395.9267666,-2.95,1.0,-0.06697
1764839395.927452,-2.95,1.0,-0.06473
1764839396.1317074,-2.95,1.0,-0.06335
1764839396.1319149,-2.95,1.0,-0.06156
1764839396.3384438,-2.95,1.0,-0.06111
1764839396.3386471,-2.95,1.0,-0.06004
1764839396.542945,-2.95,1.0,-0.05996
1764839396.5439477,-2.95,1.0,-0.06254
1764839396.7477336,-2.95,1.0,-0.06301
1764839396.7483556,-2.95,1.0,-0.06317
1764839396.9508226,-2.95,1.0,-0.06388
1764839396.9517632,-2.95,1.0,-0.06424
1764839397.153562,-3.22,1.0,-0.06387
1764839397.1539938,-2.95,1.0,-0.06313
1764839397.3544774,-2.95,1.0,-0.06214
1764839397.3552437,-2.95,1.0,-0.06129
1764839397.5574155,-2.95,1.0,-0.06123
1764839397.557747,-2.95,1.0,-0.06149
1764839397.7608862,-2.95,1.0,-0.06096
1764839397.7616115,-2.95,1.0,-0.06133
1764839397.966385,-2.95,1.0,-0.06
1764839397.9668307,-2.95,1.0,-0.05987
1764839397.9671237,-2.95,1.0,-0.06061
1764839398.1704166,-2.95,1.0,-0.06034
1764839398.170788,-2.95,1.0,-0.06052
1764839398.3740485,-2.95,1.0,-0.06002
1764839398.3746355,-2.95,1.0,-0.05967
1764839399.0932627,-2.95,1.0,-0.05976
1764839399.0942056,-2.95,1.0,-0.06102
1764839399.0943727,-2.95,1.0,-0.0612
1764839399.0952868,-2.95,1.0,-0.06442
1764839399.0954516,-2.95,1.0,-0.06851
1764839399.09637,-2.95,1.0,-0.07232
