timestamp,theta_pot,button_state,tau_ext
1764835398.0469217,3.91,1.0,-0.02105
1764835398.0476842,4.17,1.0,0.0
1764835398.0483549,3.91,1.0,0.0
1764835398.0490472,4.17,1.0,0.0
1764835398.04971,3.91,1.0,0.0
1764835398.0499754,3.91,1.0,-0.02189
1764835398.0502138,4.17,1.0,-0.02439
1764835399.0837271,4.17,1.0,0.0
1764835399.0838814,4.17,1.0,0.0
1764835399.3030603,4.17,1.0,0.0
1764835399.3032026,4.17,1.0,0.0
1764835399.4783053,4.17,1.0,0.0
1764835399.4784582,4.17,1.0,0.0
1764835399.7079813,4.17,1.0,0.0
1764835399.708211,4.17,1.0,0.0
1764835399.893536,4.17,1.0,0.0
1764835399.8937688,4.17,1.0,0.0
1764835400.0796363,4.17,1.0,0.0
1764835400.0797765,4.17,1.0,0.0
1764835400.3298163,4.17,1.0,0.0
1764835400.3300474,4.17,1.0,0.0
1764835400.513242,3.91,1.0,0.0
1764835400.5134702,4.17,1.0,0.0
1764835400.693118,4.17,1.0,0.0
1764835400.6933527,4.17,1.0,0.0
1764835400.9415193,4.17,1.0,0.0
1764835400.9424105,4.17,1.0,0.0
1764835401.128604,4.17,1.0,0.0
1764835401.1287389,4.17,1.0,0.0
1764835401.3167613,4.17,1.0,0.0
1764835401.3172681,3.91,1.0,0.0
1764835401.542484,4.17,1.0,0.0
1764835401.5426335,4.17,1.0,0.0
1764835401.7069886,4.17,1.0,0.0
1764835401.7072484,4.17,1.0,0.0
1764835401.9348247,4.17,1.0,0.0
1764835401.9350548,4.17,1.0,0.0
1764835402.1582997,4.17,1.0,0.0
1764835402.1585412,4.17,1.0,0.0
1764835402.3470817,4.17,1.0,0.0
1764835402.3473089,4.17,1.0,0.0
1764835402.5343268,4.17,1.0,0.0
1764835402.5345547,3.91,1.0,0.0
1764835402.7366314,4.17,1.0,0.0
1764835402.7368557,4.17,1.0,0.0
1764835402.9389153,4.17,1.0,0.0
1764835402.9391348,4.17,1.0,0.0
1764835403.1253161,4.17,1.0,-0.0402
1764835403.1254487,4.17,1.0,-0.06388
1764835403.3613687,3.91,1.0,-0.10349
1764835403.3615165,2.59,1.0,-0.1484
1764835403.5509984,-1.9,1.0,-0.13524
1764835403.5515602,-4.01,1.0,-0.13934
1764835403.7378383,-8.23,1.0,-0.14258
1764835403.7380261,-8.76,1.0,-0.14613
1764835403.9895418,-10.61,1.0,-0.1717
1764835403.990017,-12.98,1.0,-0.17489
1764835404.176663,-13.51,1.0,-0.17395
1764835404.1769586,-14.3,1.0,-0.18523
1764835404.3653548,-16.68,1.0,-0.14724
1764835404.36566,-16.42,1.0,-0.13682
1764835404.5546086,-16.15,1.0,-0.15583
1764835404.5548916,-16.42,1.0,-0.20211
1764835404.8028612,-16.15,1.0,-0.24202
1764835404.8031712,-16.15,1.0,-0.26429
1764835404.9907358,-15.89,1.0,-0.26854
1764835404.991017,-15.89,1.0,-0.27816
1764835404.991269,-16.15,1.0,-0.31296
1764835405.1769164,-20.9,1.0,-0.31209
1764835405.1771843,-21.69,1.0,-0.26516
1764835405.3618386,-22.49,1.0,-0.26814
1764835405.3621435,-23.01,1.0,-0.2854
1764835405.6101289,-26.18,1.0,-0.31634
1764835405.610464,-26.97,1.0,-0.34407
1764835405.7972386,-28.56,1.0,-0.35719
1764835405.7975612,-29.88,1.0,-0.32975
1764835405.9701807,-30.67,1.0,-0.3188
1764835405.9704425,-32.25,1.0,-0.32002
1764835406.1992881,-32.25,1.0,-0.24617
1764835406.1995382,-32.25,1.0,-0.12318
1764835406.4086382,-27.5,1.0,-0.12132
1764835406.4088697,-22.75,1.0,-0.12903
1764835406.6192234,-19.05,1.0,-0.10704
1764835406.6194575,-16.68,1.0,-0.07814
1764835406.830499,-14.04,1.0,-0.04949
1764835406.8308485,-11.4,1.0,-0.02356
1764835406.9906645,-7.97,1.0,0.0
1764835406.9909184,-5.59,1.0,0.06842
1764835407.2207994,-1.11,1.0,0.10934
1764835407.2210467,1.0,1.0,0.12058
1764835407.3988109,5.23,1.0,0.17569
1764835407.398946,9.19,1.0,0.15316
1764835407.6234202,11.03,1.0,0.13663
1764835407.6236527,13.67,1.0,0.11234
1764835407.8318756,14.46,1.0,0.03748
1764835407.8322997,14.99,1.0,-0.03129
1764835408.0392823,12.09,1.0,-0.07596
1764835408.0395212,8.13,1.0,0.0
1764835408.2550323,7.87,1.0,0.0
1764835408.2551956,4.17,1.0,-0.04523
1764835408.4452755,1.27,1.0,-0.07651
1764835408.4456854,1.53,1.0,-0.04799
1764835408.6653962,-1.37,1.0,-0.02711
1764835408.6657965,-0.84,1.0,0.0
1764835408.853152,-1.11,1.0,-0.05089
1764835408.8532925,-1.11,1.0,-0.07975
1764835409.039071,-1.11,1.0,-0.10914
1764835409.0392926,-1.11,1.0,-0.10526
1764835409.2251685,-1.11,1.0,-0.10162
1764835409.225344,-1.11,1.0,-0.10493
1764835409.4587357,-0.84,1.0,-0.11161
1764835409.4590185,-1.11,1.0,-0.1112
1764835409.6464803,-1.11,1.0,-0.10465
1764835409.6466255,-1.11,1.0,-0.10028
1764835409.8974662,-1.11,1.0,-0.09893
1764835409.8976994,-1.11,1.0,-0.10363
1764835410.086874,-1.11,1.0,-0.13492
1764835410.0870354,-1.11,1.0,-0.15638
1764835410.2763522,-4.54,1.0,-0.093
1764835410.2764957,-6.12,1.0,-0.02157
1764835410.4577296,-6.12,1.0,0.0
