timestamp,theta_pot,button_state,tau_ext
1764771055.164874,-1.37,1.0,0.0
1764771055.165031,-1.37,1.0,0.0
1764771055.382426,-1.37,1.0,0.0
1764771055.382566,-1.11,1.0,0.0
1764771055.537995,-1.37,1.0,0.0
1764771055.538152,-1.37,1.0,0.0
1764771055.7572844,-1.37,1.0,0.0
1764771055.7574756,-1.37,1.0,0.0
1764771055.948561,-1.37,1.0,0.0
1764771055.9488292,-1.11,1.0,0.0
1764771056.1992846,-1.37,1.0,0.0
1764771056.1994865,-1.37,1.0,0.0
1764771056.387887,-1.37,1.0,0.0
1764771056.3881779,-1.37,1.0,0.0
1764771056.5786598,-1.37,1.0,0.0
1764771056.5789795,-1.37,1.0,0.0
1764771056.7671137,-1.37,1.0,0.0
1764771056.7678144,-1.37,1.0,0.0
1764771057.0194795,-1.11,1.0,0.0
1764771057.019989,-1.37,1.0,0.0
1764771057.2039075,-1.37,1.0,-0.02511
1764771057.2044199,-1.37,1.0,-0.01551
1764771057.392405,-1.11,1.0,-0.06679
1764771057.392978,-1.37,1.0,-0.07878
1764771057.5826623,-3.75,1.0,-0.09429
1764771057.583305,-5.59,1.0,0.0
1764771057.5838451,-6.91,1.0,0.0
1764771057.8344169,-7.18,1.0,0.04443
1764771057.834893,-7.18,1.0,0.07678
1764771058.0225458,-7.18,1.0,0.08283
1764771058.0237257,-6.12,1.0,0.05274
1764771058.208943,-4.01,1.0,0.04308
1764771058.2092009,-2.16,1.0,0.01229
1764771058.3970985,-0.58,1.0,-0.02079
1764771058.3973782,-0.05,1.0,0.0
1764771058.6501818,0.21,1.0,0.0
1764771058.6508427,1.53,1.0,0.0
1764771058.8421745,1.53,1.0,0.0
1764771058.8424907,1.53,1.0,0.0
1764771059.0328767,1.53,1.0,0.0
1764771059.0331736,1.8,1.0,0.0
1764771059.219212,1.8,1.0,0.0
1764771059.2198496,1.53,1.0,0.0
1764771059.4718237,1.8,1.0,0.0
1764771059.4720168,1.8,1.0,0.0
1764771059.6623867,1.53,1.0,0.0
1764771059.6630154,1.8,1.0,0.0
1764771059.8525395,1.53,1.0,0.0
1764771059.8528445,1.8,1.0,0.0
1764771060.0812566,1.53,1.0,0.0
1764771060.081412,1.8,1.0,0.0
1764771060.253036,1.8,1.0,0.0
1764771060.2531955,1.53,1.0,0.0
1764771060.479315,1.8,1.0,0.0
1764771060.47994,1.53,1.0,0.0
1764771060.6704323,1.8,1.0,0.0
1764771060.6713567,1.53,1.0,0.0
1764771060.88147,1.8,1.0,0.0
1764771060.8818347,1.8,1.0,0.0
1764771061.1483955,1.8,1.0,0.0
1764771061.1494365,1.8,1.0,0.0
1764771061.2680147,1.53,1.0,0.0
1764771061.2681568,1.8,1.0,0.0
1764771061.5036857,1.53,1.0,0.0
1764771061.503945,1.8,1.0,0.0
1764771061.6709127,1.8,1.0,0.0
1764771061.671419,1.8,1.0,0.0
1764771061.9237807,1.8,1.0,0.0
1764771061.924043,1.8,1.0,0.0
1764771062.114182,1.8,1.0,0.0
1764771062.1143668,1.53,1.0,0.0
1764771062.3024676,1.8,1.0,0.0
1764771062.3027794,1.53,1.0,0.0
1764771062.4931517,1.53,1.0,0.0
1764771062.4933157,1.8,1.0,0.0
1764771062.4934533,1.8,1.0,0.0
1764771062.7453418,1.53,1.0,0.0
1764771062.745693,1.53,1.0,0.0
1764771062.9347365,1.53,1.0,0.0
1764771062.935462,1.8,1.0,0.0
1764771063.1224349,1.8,1.0,0.0
1764771063.1231213,1.8,1.0,0.0
1764771063.3090045,1.8,1.0,0.0
1764771063.3094163,1.53,1.0,0.0
1764771063.5575364,1.8,1.0,0.0
1764771063.558109,1.8,1.0,0.0
1764771063.745281,1.53,1.0,0.0
1764771063.7458088,1.53,1.0,0.0
1764771063.9320183,1.8,1.0,0.0
1764771063.9322796,1.8,1.0,0.0
1764771064.1218805,1.53,1.0,0.0
1764771064.1225936,1.8,1.0,0.0
1764771064.3728483,1.8,1.0,0.0
1764771064.3740385,1.53,1.0,0.0
1764771064.560079,1.53,1.0,0.0
1764771064.56062,1.53,1.0,0.0
1764771064.7465932,1.8,1.0,0.0
1764771064.747116,1.53,1.0,0.0
1764771064.9331129,1.53,1.0,0.0
1764771064.9332685,1.53,1.0,0.0
1764771065.1515164,1.8,1.0,0.0
1764771065.1517348,1.8,1.0,0.0
1764771065.3547916,1.8,1.0,0.0
1764771065.3552208,1.8,1.0,0.0
1764771065.5427067,1.8,1.0,0.0
1764771065.5429387,1.8,1.0,0.0
1764771065.7680147,1.53,1.0,0.0
1764771065.768175,1.8,1.0,0.0
1764771065.9814737,1.53,1.0,0.0
1764771065.981675,1.8,1.0,0.0
1764771066.1591055,2.06,1.0,0.0
1764771066.1593702,1.8,1.0,0.0
1764771066.36983,1.8,1.0,0.0
1764771066.3700948,1.8,1.0,0.0
1764771066.5953133,1.53,1.0,0.0
1764771066.5955129,1.8,1.0,0.0
1764771066.785253,1.53,1.0,0.0
1764771066.7857833,1.8,1.0,0.0
1764771066.970672,1.8,1.0,0.0
1764771066.971162,1.8,1.0,0.0
1764771067.2202053,1.8,1.0,0.0
1764771067.220615,1.8,1.0,-0.10922
1764771067.4095488,1.8,1.0,-0.04236
1764771067.4099429,1.8,1.0,-0.01485
1764771067.5952706,1.8,1.0,-0.20157
1764771067.5956733,1.53,1.0,-0.31894
1764771067.8309727,1.53,1.0,-0.39486
1764771067.8312051,1.27,1.0,-0.47241
1764771068.0169413,1.27,1.0,-0.48535
1764771068.017317,1.27,1.0,-0.50964
1764771068.2054987,1.53,1.0,-0.53172
1764771068.2062707,1.27,1.0,-0.57201
1764771068.3967283,1.27,1.0,-0.55779
1764771068.3970232,1.53,1.0,-0.52166
1764771068.666861,1.53,1.0,-0.49719
1764771068.6672225,1.53,1.0,-0.48436
1764771068.856625,1.53,1.0,-0.51135
1764771068.8567886,1.27,1.0,-0.51035
1764771069.0475516,1.53,1.0,-0.5
1764771069.0477493,1.53,1.0,-0.48471
1764771069.0479367,1.53,1.0,-0.468
1764771069.2386882,1.27,1.0,-0.45953
1764771069.239108,1.53,1.0,-0.44654
1764771069.429611,1.27,1.0,-0.43747
1764771069.4301982,1.53,1.0,-0.43397
1764771069.6798763,1.53,1.0,-0.42695
1764771069.6802034,1.53,1.0,-0.39086
1764771069.8690324,1.53,1.0,-0.37437
1764771069.869489,1.27,1.0,-0.37659
1764771070.04322,1.8,1.0,-0.38699
1764771070.0434701,1.53,1.0,-0.3969
1764771070.2460086,1.53,1.0,-0.39809
1764771070.2462554,1.53,1.0,-0.38028
1764771070.4486616,1.53,1.0,-0.36277
1764771070.44908,1.53,1.0,-0.34331
1764771070.6514268,1.53,1.0,-0.33306
1764771070.6524494,1.53,1.0,-0.33094
1764771070.9020317,1.8,1.0,-0.31125
1764771070.9025562,1.53,1.0,-0.30258
1764771071.0933871,1.53,1.0,-0.29935
1764771071.093614,1.53,1.0,-0.29815
1764771071.3124907,1.53,1.0,-0.29067
1764771071.3129754,1.27,1.0,-0.28043
1764771071.5012147,1.53,1.0,-0.26811
1764771071.5019448,1.53,1.0,-0.24058
1764771071.6917393,1.53,1.0,-0.23508
1764771071.6921973,1.53,1.0,-0.23437
1764771071.8819118,1.53,1.0,-0.28251
1764771071.8821366,1.53,1.0,-0.38525
1764771072.1362464,1.53,1.0,-0.42797
1764771072.1364422,1.27,1.0,-0.45869
1764771072.325068,1.53,1.0,-0.67053
1764771072.3252566,1.53,1.0,-0.68428
1764771072.5133457,1.27,1.0,-0.61532
1764771072.5135255,1.27,1.0,-0.492
1764771072.7025855,1.53,1.0,-0.39169
1764771072.70295,1.8,1.0,0.0
1764771072.954426,1.53,1.0,0.0
1764771072.9548495,1.53,1.0,0.0
1764771073.1268642,1.53,1.0,0.0
1764771073.1272132,1.53,1.0,0.0
1764771073.3161376,1.8,1.0,0.0
1764771073.3165374,1.27,1.0,0.0
1764771073.568993,1.0,1.0,0.0
1764771073.5699477,1.0,1.0,0.0
1764771073.753747,1.53,1.0,0.0
1764771073.7544482,1.53,1.0,0.0
1764771073.942317,1.53,1.0,0.0
1764771073.9430785,1.27,1.0,0.0
1764771073.9434807,1.27,1.0,0.0
1764771074.131379,1.27,1.0,0.0
1764771074.131743,1.53,1.0,0.0
1764771074.3836038,1.27,1.0,0.0
1764771074.384224,1.53,1.0,0.0
1764771074.5719204,1.53,1.0,0.0
1764771074.573049,1.27,1.0,0.0
1764771074.7588534,1.53,1.0,0.0
1764771074.7601564,1.53,1.0,0.0
1764771074.947723,1.53,1.0,0.0
1764771074.9480422,1.53,1.0,0.0
1764771075.1995227,1.53,1.0,0.0
1764771075.19987,1.53,1.0,0.0
1764771075.3632581,1.53,1.0,0.0
1764771075.363442,1.53,1.0,0.0
1764771075.5812752,1.53,1.0,0.0
1764771075.5814266,1.53,1.0,0.0
1764771075.799003,1.53,1.0,0.0
1764771075.799157,1.53,1.0,0.0
1764771076.022595,1.27,1.0,0.0
1764771076.0242004,1.53,1.0,0.0
1764771076.184949,1.53,1.0,0.0
1764771076.1851704,1.53,1.0,0.0
1764771076.4267185,1.53,1.0,0.0
1764771076.4270582,1.53,1.0,0.0
1764771076.6136272,1.53,1.0,0.0
1764771076.6140869,1.53,1.0,0.0
1764771076.801312,1.53,1.0,0.0
1764771076.8015566,1.27,1.0,0.0
1764771076.9915473,1.53,1.0,0.0
1764771076.9926274,1.27,1.0,0.0
1764771077.2415836,1.27,1.0,0.0
1764771077.241871,1.53,1.0,0.0
1764771077.4307122,1.53,1.0,0.0
1764771077.4311228,1.53,1.0,-0.26595
1764771077.6196375,1.53,1.0,-0.19935
1764771077.6199381,1.53,1.0,-0.59956
1764771077.8086472,1.27,1.0,-0.61017
1764771077.8090909,1.53,1.0,-0.62986
1764771078.0584793,1.53,1.0,-0.69014
1764771078.0593116,1.53,1.0,-0.67832
1764771078.2478864,1.53,1.0,-0.6573
1764771078.248076,1.53,1.0,-0.63249
1764771078.4869761,1.53,1.0,-0.58857
1764771078.4875798,1.53,1.0,-0.58431
1764771078.664307,1.53,1.0,-0.5614
1764771078.6646636,1.53,1.0,-0.57115
1764771078.8532705,1.53,1.0,-0.58526
1764771078.8540125,1.53,1.0,-0.59994
1764771079.0421565,1.53,1.0,-0.6187
1764771079.0426872,1.53,1.0,-0.61991
1764771079.0429046,1.53,1.0,-0.64047
1764771079.2602277,1.53,1.0,-0.64703
1764771079.260374,1.53,1.0,-0.62153
1764771079.4478202,1.53,1.0,-0.4863
1764771079.4482954,1.53,1.0,-0.52709
1764771079.6986632,1.27,1.0,-0.50449
1764771079.6991405,1.53,1.0,-0.51266
1764771079.8864753,1.53,1.0,-0.52771
1764771079.886878,1.53,1.0,-0.52395
1764771080.0739958,1.27,1.0,-0.53138
1764771080.074676,1.8,1.0,-0.55787
1764771080.2914414,1.53,1.0,-0.57997
