timestamp,theta_pot,button_state,tau_ext
1764850561.3265338,149.6,1.0,0.0
1764850561.326894,149.6,1.0,0.0
1764850561.5396452,149.6,1.0,0.0
1764850561.539924,149.6,1.0,0.0
1764850561.7561455,149.6,1.0,0.0
1764850561.7563288,149.6,1.0,0.0
1764850561.9322863,149.6,1.0,0.0
1764850561.9325163,149.6,1.0,0.0
1764850562.1700451,149.86,1.0,0.0
1764850562.1702242,149.6,1.0,0.0
1764850562.3445277,149.6,1.0,0.0
1764850562.345038,149.6,1.0,0.0
1764850562.588185,149.86,1.0,0.0
1764850562.5884376,149.86,1.0,0.0
1764850562.7765453,149.6,1.0,0.0
1764850562.77699,149.6,1.0,0.0
1764850562.94828,149.6,1.0,0.0
1764850562.948423,149.6,1.0,0.0
1764850563.1873143,149.6,1.0,0.0
1764850563.1887217,149.6,1.0,0.0
1764850563.3510065,149.6,1.0,0.0
1764850563.3511689,149.6,1.0,0.0
1764850563.5568018,149.6,1.0,0.0
1764850563.5570738,149.6,1.0,0.0
1764850563.794912,149.6,1.0,0.0
1764850563.795605,149.6,1.0,0.0
1764850563.9664404,149.6,1.0,0.0
1764850563.9668276,149.86,1.0,0.0
1764850564.1505098,149.6,1.0,0.0
1764850564.1510158,149.6,1.0,0.0
1764850564.4007201,149.6,1.0,0.0
1764850564.4011288,149.6,1.0,0.0
1764850564.5712729,149.6,1.0,0.0
1764850564.5717638,149.6,1.0,0.0
1764850564.7915804,149.6,1.0,0.0
1764850564.7920759,149.86,1.0,0.0
1764850564.9635048,149.6,1.0,0.0
1764850564.9638815,149.6,1.0,0.0
1764850565.2141912,149.6,1.0,0.0
1764850565.214742,149.86,1.0,0.0
1764850565.4012723,149.6,1.0,0.0
1764850565.401845,149.6,1.0,0.0
1764850565.588777,149.6,1.0,0.0
1764850565.5894067,149.6,1.0,0.0
1764850565.8358767,149.6,1.0,0.0
1764850565.8361554,149.6,1.0,0.0
1764850566.0232472,149.6,1.0,0.0
1764850566.023815,149.6,1.0,0.0
1764850566.0243263,149.6,1.0,0.0
1764850566.211946,149.6,1.0,0.0
1764850566.2121165,149.6,1.0,0.0
1764850566.4026933,149.6,1.0,0.0
1764850566.4035907,149.6,1.0,0.0
1764850566.6203945,149.6,1.0,0.0
1764850566.6211498,149.33,1.0,0.0
1764850566.8064716,149.6,1.0,0.0
1764850566.8068557,149.6,1.0,0.0
1764850567.0598388,149.6,1.0,0.0
1764850567.0601757,149.6,1.0,0.0
1764850567.2282662,149.6,1.0,0.0
1764850567.2284782,149.6,1.0,0.0
1764850567.4466782,149.6,1.0,0.0
1764850567.4472806,149.6,1.0,0.0
1764850567.6557362,149.6,1.0,0.0
1764850567.6560702,149.6,1.0,0.0
1764850567.862745,149.6,1.0,0.0
1764850567.8630195,149.6,1.0,0.0
1764850568.0511248,149.6,1.0,0.0
1764850568.0516083,149.86,1.0,0.0
1764850568.2857358,149.86,1.0,0.0
1764850568.286197,149.6,1.0,0.0
1764850568.4599175,149.6,1.0,0.0
1764850568.4602547,149.6,1.0,0.0
1764850568.6454608,149.6,1.0,0.0
1764850568.6458328,149.6,1.0,0.0
1764850568.8749194,149.6,1.0,0.0
1764850568.8751104,149.6,1.0,0.0
1764850569.087741,149.6,1.0,0.0
1764850569.0878773,149.6,1.0,0.0
1764850569.2977984,149.6,1.0,0.0
1764850569.2979567,149.6,1.0,0.0
1764850569.4752352,149.6,1.0,0.0
1764850569.475529,149.6,1.0,0.0
1764850569.6632876,149.6,1.0,0.0
1764850569.6637022,149.6,1.0,0.0
1764850569.891815,149.6,1.0,0.0
1764850569.8919742,149.6,1.0,0.0
1764850570.1120021,149.6,1.0,0.0
1764850570.1124854,149.6,1.0,0.0
1764850570.2758954,149.6,1.0,0.0
1764850570.2760427,149.6,1.0,0.0
1764850570.4912772,149.6,1.0,0.0
1764850570.4915323,149.6,1.0,0.0
