timestamp,theta_pot,button_state,theta_pot_rad,wUser_,w_meas,tau_ext
1765547433.8352382,0.3,1.0,1.58,0.0,0.0,0.03852
1765547433.8369963,0.3,1.0,1.58,0.0,0.0,0.03855
1765547433.8380237,0.3,1.0,1.58,0.0,0.0,0.03677
1765547433.840514,0.3,1.0,1.58,0.0,0.0,0.05135
1765547433.8419323,0.3,1.0,1.58,0.0,0.0,0.04641
1765547433.8441398,0.04,1.0,1.57,0.0,0.0,0.04511
1765547433.9757762,0.3,1.0,1.58,0.0,0.0,0.03837
1765547433.9763312,0.3,1.0,1.58,0.0,0.0,0.03415
1765547434.1797311,0.04,1.0,1.57,0.0,0.0,0.0
1765547434.1809003,0.3,1.0,1.58,0.0,0.0,0.03107
1765547434.3657312,0.3,1.0,1.58,0.0,0.0,0.03329
1765547434.3666017,0.04,1.0,1.57,0.0,0.0,0.03853
1765547434.5527651,0.3,1.0,1.58,0.0,0.0,0.04725
1765547434.5539691,0.3,1.0,1.58,0.0,0.0,0.03879
1765547434.7378485,0.3,1.0,1.58,0.0,0.0,0.03796
1765547434.7388346,0.04,1.0,1.57,0.0,0.0,0.0403
1765547434.9871573,0.3,1.0,1.58,0.0,0.0,0.04298
1765547434.987978,0.3,1.0,1.58,0.0,0.0,0.02395
1765547435.173101,0.3,1.0,1.58,0.0,0.0,0.04699
1765547435.1737554,0.3,1.0,1.58,0.0,0.0,0.05269
1765547435.3596454,0.3,1.0,1.58,0.0,0.0,0.05966
1765547435.3603346,0.3,1.0,1.58,0.0,0.0,0.07017
1765547435.5478673,0.3,1.0,1.58,0.0,0.0,0.07529
1765547435.548582,0.3,1.0,1.58,0.0,0.0,0.07802
1765547435.7983963,0.3,1.0,1.58,0.0,0.0,0.09145
1765547435.799422,0.3,1.0,1.58,0.0,0.0,0.10092
1765547435.9858809,0.3,1.0,1.58,0.0,0.0,0.0358
1765547435.9868238,0.3,1.0,1.58,0.0,0.0,0.03499
1765547436.1573806,0.3,1.0,1.58,0.0,0.0,0.05399
